NacidoProvincia;Sexo;EstadoCivil;CantHijos;DomicilioPartido;DomicilioProvincia;ComisariaJurisdiccional;Departamental;PoseeLicenciaConducir;TituloSecundario;TipoOtroEstudio;ConoceComputacion;ConoceIngles;ConoceOtros;Edad
BSAS;F;Soltera/o;0;QUILMES;BUENOS AIRES;CRIA.QUILMES 5TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;SI;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;VILLARINO;BUENOS AIRES;SUBESTACION MAYOR BURATOVICH;JEF.DEP.DE SEG.BAHIA BLANCA;NO;BACHILLER EN GESTIÓN Y ADMINISTRACIÓN;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 2DA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;SI;NO;23
BUENOS AIRES;F;Soltera/o;2;MORENO;BUENOS AIRES;CRIA.PILAR 1RA;JEF.DEP.DE SEG.PILAR;NO;BELLAS ARTES;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;LOBERIA;BUENOS AIRES;EST.POL.COM.LOBERIA;JEF.DEP.DE SEG.NECOCHEA;NO;BACHILLER EN CIENSAS SOCIALES;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 3RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;25
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 2DA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLES CIENCIAS SOCIALES;No posee;SI;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;BAHIA BLANCA;BUENOS AIRES;CRIA.BAHIA BLANCA 4TA;JEF.DEP.DE SEG.BAHIA BLANCA;SI;TÉCNICO AERONAUTICO;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER;No posee;NO;NO;NO;21
BUENOS AIRE;F;Soltera/o;1;LANUS;BUENOS AIRES;CRIA.LANUS 8VA;JEF.DEP.DE SEG.LANUS;NO;COSTANCIA DEL ANALITICO EN TRAMITE;No posee;SI;SI;NO;23
BS AS;F;Soltera/o;0;DOLORES;BUENOS AIRES;CRIA.DOLORES;JEF.DEP.DE SEG.DOLORES;NO;BACHILLERATO CIENCIAS NATURALES;No posee;NO;NO;NO;18
MISIONES;F;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;TITULO DE BACHILLER EN TURISMO;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;1;MORENO;BUENOS AIRES;CRIA.MORENO 1RA;JEF.DEP.DE SEG.MORENO;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 3RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER EN CIENCIAS NATURALES;No posee;SI;NO;NO;21
BUENOS AIRES;M;Soltera/o;1;LANUS;BUENOS AIRES;CRIA.LANUS 6TA;JEF.DEP.DE SEG.LANUS;NO;ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;NO;NO;25
BUENOS  AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;ORIENTACION EN MUSICA;Terciario Incompleto;NO;NO;NO;18
BUENOS AIRES;F;Soltera/o;1;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;COMPUTACION;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;GENERAL SAN MARTIN;BUENOS AIRES;SUBCRIA.JOSE LEON SUAREZ SUR;JEF.DEP.DE SEG.SAN MARTIN;NO;BACHILLER;No posee;NO;SI;NO;18
BUENOS AIRES;F;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;BACHILLER. ORIENTACIÓN ECONOMICA;No posee;SI;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;TIGRE;BUENOS AIRES;CRIA.MALVINAS ARGENTINAS 1RA;JEF.DEP.DE SEG.PILAR;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;1;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;ARTE TEATRO;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 16TA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER DE TÉCNICO EN INFORMÁTICA;No posee;SI;NO;NO;19
BUENOS AIRES;M;Soltera/o;2;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 6TA;JEF.DEP.DE SEG.ALTE.BROWN;NO;SECUNDARIO;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;21
SALTA;F;Soltera/o;0;ORAN;SALTA;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;SECUNDARIO;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;PILAR;BUENOS AIRES;CRIA.PILAR 2DA;JEF.DEP.DE SEG.PILAR;SI;SOCIALES;No posee;SI;SI;NO;21
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 11RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER EN CIENCIAS POLITICAS;No posee;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;1;LA PLATA;BUENOS AIRES;CRIA.MAR DEL PLATA 6TA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;SECUNDARIO;Terciario Completo;SI;SI;NO;20
BUENOS AIRES;F;Soltera/o;0;BERISSO;BUENOS AIRES;CRIA.BERISSO 1RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER;No posee;SI;SI;NO;19
BUENOS AIRES;M;Soltera/o;0;GENERAL ALVARADO;BUENOS AIRES;EST.POL.COM.MIRAMAR;JEF.DEP.DE SEG.MAR DEL PLATA;NO;BACHILLER EN ARTES VISUALES;Terciario Incompleto;SI;SI;NO;23
BUENOS AIRES;M;Soltera/o;0;JOSE C.PAZ;BUENOS AIRES;CRIA.JOSE C.PAZ 3RA;JEF.DEP.DE SEG.PILAR;NO;BACHILLER;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;0;MORENO;BUENOS AIRES;CRIA.MORENO 7MA;JEF.DEP.DE SEG.MORENO;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;19
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 6TA;JEF.DEP.DE SEG.QUILMES;NO;TÉCNICO QUÍMICO;No posee;NO;NO;NO;20
SAN MIGUEL;M;Soltera/o;0;JOSE C.PAZ;BUENOS AIRES;CRIA.JOSE C.PAZ 1RA;JEF.DEP.DE SEG.PILAR;NO;TÉCNICO AUTOMOTOR;Universitario Incompleto;NO;NO;NO;23
BUENOS AIRESS;F;Soltera/o;0;CORONEL PRINGLES;BUENOS AIRES;EST.POL.COM.CORONEL PRINGLES;JEF.DEP.DE SEG.CNEL.SUAREZ;NO;BACHILLER EN GESTION Y ADMINISTRACION;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;VICENTE LOPEZ;BUENOS AIRES;CRIA.SAN ISIDRO 1RA;JEF.DEP.DE SEG.CONURBANO NORTE;SI;BACHILLER EN CIENCIAS NATURALES;No posee;SI;NO;NO;22
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;SUBCRIA.LA UNION;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;19
BUENOS AIRES;F;Soltera/o;0;MALVINAS ARGENTINAS;BUENOS AIRES;CRIA.MALVINAS ARGENTINAS 4TA;JEF.DEP.DE SEG.PILAR;SI;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;22
BUENOS AIRES;M;Concubinato;1;ESCOBAR;BUENOS AIRES;CRIA.ESCOBAR 1RA;JEF.DEP.DE SEG.ZARATE-CAMPANA;SI;TECNICO ELECTROMECANICO;No posee;SI;SI;SI;21
BUENOS AIRES;M;Soltera/o;0;GENERAL GUIDO;BUENOS AIRES;CRIA.GRAL.GUIDO;JEF.DEP.DE SEG.DOLORES;SI;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;22
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER;No posee;NO;NO;NO;18
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO;No posee;SI;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 16TA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO EN CIENCIAS ECONÓMICAS;No posee;SI;SI;NO;21
BUENOS AIRES;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 2DA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLERATO DE CIENCIAS NATURALES;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 4TA;JEF.DEP.DE SEG.QUILMES;NO;CURSANDO;No posee;NO;NO;NO;18
BUENOS AIRES;F;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 4TA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER EN CIENCIAS NATURALES;Terciario Completo;NO;NO;NO;24
GENERAL CONESA TORDILLO;F;Soltera/o;1;TORDILLO;BUENOS AIRES;CRIA.DOLORES;JEF.DEP.DE SEG.DOLORES;SI;BACHILLER NATURALEA;Terciario Incompleto;SI;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;0;AZUL;BUENOS AIRES;CRIA.AZUL 1RA;JEF.DEP.DE SEG.AZUL;NO;SECUNDARIO;No posee;NO;NO;NO;18
BUENOS AIRES;F;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 6TA;JEF.DEP.DE SEG.MERLO;SI;ORIENTACIÓN NATURALES;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;1;MERLO;BUENOS AIRES;CRIA.MERLO 6TA;JEF.DEP.DE SEG.MERLO;NO;ORIENTACIÓN EN ECONOMIA Y ADMINISTRACIÓN;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 16TA;JEF.DEP.DE SEG.LA PLATA;SI;SECUNDARIO COMPLETO;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;1;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA ESTE 3RA;JEF.DEP.DE SEG.LA MATANZA;SI;BACHILLER EN ECONOMIA Y GESTION;No posee;SI;NO;NO;25
BUENOS AIRES;M;Soltera/o;1;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 16TA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER;No posee;SI;SI;NO;21
BUENOS AIRES;F;Soltera/o;1;MORENO;BUENOS AIRES;CRIA.MORENO 5TA;JEF.DEP.DE SEG.MORENO;NO;TECNICA EN CONTABILIDAD;No posee;NO;NO;NO;22
BUENOS AIRE;M;Soltera/o;0;SAN PEDRO;BUENOS AIRES;CRIA.SAN PEDRO;JEF.DEP.DE SEG.SAN NICOLAS;SI;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;NO;NO;23
BS.AS;M;Soltera/o;0;ALBERTI;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;NO;ANALÍTICO EN TRÁMITE;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.QUILMES 9NA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER EN COMUNICACIÓN;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;DAIREAUX;BUENOS AIRES;EST.POL.COM.DAIREAUX;JEF.DEP.DE SEG.GUAMINI;SI;MODALIDAD ARTES VISUALES;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;1;SAN A.DE GILES;BUENOS AIRES;EST.POL.COM.S.A.DE GILES;JEF.DEP.DE SEG.MERCEDES;NO;MODALIDAD EN CIENCIAS NATURALES;No posee;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLERATO EN ORIENTACIÓN EN TECNOLOGÍA;No posee;SI;SI;NO;20
CAPITAL FEDERAL;F;Soltera/o;0;QUILMES;BUENOS AIRES;CRIA.QUILMES 5TA;JEF.DEP.DE SEG.QUILMES;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;18
BUENOS AIRES;F;Soltera/o;1;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.LOMAS DE ZAMORA 10MA;JEF.DEP.DE SEG.LANUS;NO;SECUNDARIO COMPLETO;No posee;SI;NO;NO;22
BUENOS AIRES;F;Soltera/o;2;QUILMES;BUENOS AIRES;CRIA.QUILMES 9NA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN ARTES VISUALES;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;GENERAL ALVARADO;BUENOS AIRES;EST.POL.COM.MIRAMAR;JEF.DEP.DE SEG.MAR DEL PLATA;SI;EN TRÁMITE;No posee;NO;NO;NO;24
HURLINGHAM;M;Soltera/o;0;HURLINGHAM;BUENOS AIRES;CRIA.HURLINGHAM 3RA;JEF.DEP.DE SEG.MORON;SI;BACHILLER EN HUMANIDADES;Universitario Incompleto;SI;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;MORENO;BUENOS AIRES;CRIA.MORENO 4TA;JEF.DEP.DE SEG.MORENO;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;SI;NO;23
BUENOS AIRES;F;Soltera/o;0;DOLORES;BUENOS AIRES;CRIA.DOLORES;JEF.DEP.DE SEG.DOLORES;NO;CIENCIAS NATURALES;No posee;SI;NO;NO;18
SANTIAGO DEL ESTERO;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER CON ORIENTACIÓN EN TECNOLOGÍA;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;NO;NO;18
BUENOS AIRES;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 2DA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;MONTE HERMOSO;BUENOS AIRES;CRIA.BAHIA BLANCA 1RA;JEF.DEP.DE SEG.BAHIA BLANCA;SI;BACHILLER;Universitario Incompleto;SI;SI;NO;25
VILLA DE MAYO;M;Soltera/o;0;MALVINAS ARGENTINAS;BUENOS AIRES;CRIA.MALVINAS ARGENTINAS 1RA;JEF.DEP.DE SEG.PILAR;SI;BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION;No posee;SI;SI;NO;23
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 14TA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER EN ECONOMIA Y ADMINISTRACIÓN;No posee;SI;NO;NO;23
BUENOS AIRES;M;Concubinato;2;MERLO;BUENOS AIRES;SUBCRIA.BARRIO MATERA;JEF.DEP.DE SEG.MERLO;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 2DA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLERATO EN COMUNICACIÓN;No posee;SI;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;SUBCRIA.BARRIO MATERA;JEF.DEP.DE SEG.MERLO;NO;SECUNDARIO;No posee;NO;NO;NO;24
LANÚS;M;Soltera/o;0;LANUS;BUENOS AIRES;CRIA.LANUS 5TA;JEF.DEP.DE SEG.LANUS;NO;BACHILLER EN ORIENTACION ECONOMIA Y GESTION;No posee;SI;SI;NO;19
BUENOS AIRES;F;Soltera/o;1;DAIREAUX;BUENOS AIRES;SUBESTACION SALAZAR;JEF.DEP.DE SEG.GUAMINI;NO;GESTIÓN DE ADMINISTRACIÓN;No posee;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;1;MORENO;BUENOS AIRES;CRIA.MORENO 3RA;JEF.DEP.DE SEG.MORENO;NO;ECONOMIA Y ADMINISTRACION;No posee;NO;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 4TA;JEF.DEP.DE SEG.MERLO;NO;TITULO DE BACHILLER EN CIENCIAS NATURALES;Terciario Incompleto;SI;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;QUILMES;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 5TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER CIENCIAS NATURALES;No posee;SI;SI;NO;21
BUENOS AIRES;F;Concubinato;0;EZEIZA;BUENOS AIRES;CRIA.LANUS 1RA;JEF.DEP.DE SEG.LANUS;NO;TECNICA ELECTROMECANICA;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;MORON;BUENOS AIRES;CRIA.MORON 1RA;JEF.DEP.DE SEG.MORON;NO;SEXTO AÑO;No posee;SI;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 5TA;JEF.DEP.DE SEG.LA PLATA;SI;ORIENTACIÓN CIENCIAS SOCIALES;No posee;NO;NO;SI;21
BUENOS AIRES;F;Soltera/o;0;SAN NICOLAS;BUENOS AIRES;CRIA.SAN NICOLAS 3RA;JEF.DEP.DE SEG.SAN NICOLAS;NO;TÍTULO SECUNDARIO COMPLETO;No posee;NO;NO;NO;18
BUENOS AIRES;M;Soltera/o;1;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.ALMIRANTE BROWN 1RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BIENES Y SERV;No posee;SI;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 3RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;PILAR;BUENOS AIRES;CRIA.PILAR 3RA;JEF.DEP.DE SEG.PILAR;NO;BACHILLER CON ORIENTACION EN ADMINISTRACION;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;AVELLANEDA;BUENOS AIRES;CRIA.AVELLANEDA 5TA;JEF.DEP.DE SEG.LANUS;NO;BACHILLERATO EN ARTES VISUALES;No posee;SI;SI;SI;20
BUENOS AIRES;M;Soltera/o;0;TAPALQUE;BUENOS AIRES;EST.POL.COM.TAPALQUE;JEF.DEP.DE SEG.AZUL;SI;SECUNDARIO;No posee;SI;SI;SI;22
BUENOS AIRES;M;Soltera/o;1;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.ESTEBAN ECHEVERRIA 5TA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER;No posee;SI;NO;NO;23
BUENOS AIRES;M;Soltera/o;2;MERLO;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;2017;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;SAN PEDRO;BUENOS AIRES;CRIA.SAN PEDRO;JEF.DEP.DE SEG.SAN NICOLAS;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;SI;NO;19
BUENOS AIRES;F;Soltera/o;1;MERLO;BUENOS AIRES;CRIA.MERLO 6TA;JEF.DEP.DE SEG.MERLO;NO;CIENCIAS SOCIALES;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;AZUL;BUENOS AIRES;CRIA.AZUL 1RA;JEF.DEP.DE SEG.AZUL;SI;SEGUNDARIO;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;MUN.URB.DE LA COSTA;BUENOS AIRES;EST.POL.COM.PINAMAR 2DA;JEF.DEP.DE SEG.PINAMAR;NO;CIENCIAS NATURALES, SALUD Y AMBIENTE;No posee;SI;SI;NO;23
BUENOS AIRES;F;Soltera/o;0;GENERAL SAN MARTIN;BUENOS AIRES;CRIA.TRES DE FEBRERO 5TA;JEF.DEP.DE SEG.SAN MARTIN;NO;TECNICA ELECTRONICA;No posee;SI;NO;NO;21
BUENOS AIRES;M;Soltera/o;1;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 14TA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;22
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 2DA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER EN CS. SOCIALES;No posee;SI;SI;NO;21
BUENOS AIRES;F;Soltera/o;0;GENERAL ALVARADO;BUENOS AIRES;SUBESTACION MECHONGUE;JEF.DEP.DE SEG.MAR DEL PLATA;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACION;No posee;SI;SI;NO;19
BUENOS AIRES;M;Soltera/o;0;SAN VICENTE;BUENOS AIRES;CRIA.SAN VICENTE 2DA;JEF.DEP.DE SEG.SAN VICENTE;NO;BACHILLER EN CIENCIAS NATURALES;No posee;NO;NO;NO;19
BUENOS AIRES;M;Concubinato;1;TRENQUE LAUQUEN;BUENOS AIRES;CRIA.TRENQUE LAUQUEN;JEF.DEP.DE SEG.TRENQUE LAUQ.;SI;BACHILLERATO EN CIENCIAS NATURALES;Universitario Incompleto;SI;SI;NO;23
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;SI;BACHILLERATO;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;1;QUILMES;BUENOS AIRES;CRIA.QUILMES 4TA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER EN CIENCIAS SOCIALES EN GESTIÓN DE POLÍTICAS PÚBLICAS;No posee;SI;SI;SI;23
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 12DA;JEF.DEP.DE SEG.LA PLATA;NO;ECONOMIA;No posee;NO;NO;NO;17
BUENOS AIRES;M;Concubinato;1;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 4TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN;No posee;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 2DA;JEF.DEP.DE SEG.QUILMES;NO;SECUNDARIO;No posee;NO;NO;NO;18
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 2DA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN CS SOCIALES;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;SAN NICOLAS;BUENOS AIRES;CRIA.SAN NICOLAS 1RA;JEF.DEP.DE SEG.SAN NICOLAS;SI;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;20
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA NORESTE 4TA;JEF.DEP.DE SEG.LA MATANZA;SI;BACHILLERES EN ADMINISTRACIÓN Y ECONÓMICA;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;LANUS;BUENOS AIRES;CRIA.LANUS 8VA;JEF.DEP.DE SEG.LANUS;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.ESTEBAN ECHEVERRIA 5TA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;19
BUENOS AIRES;M;Soltera/o;0;TIGRE;BUENOS AIRES;CRIA.PILAR 1RA;JEF.DEP.DE SEG.PILAR;SI;SI;Terciario Completo;NO;NO;NO;20
